item,Titre,et,createur,AnneeCreation,image,coord 2
http://www.wikidata.org/entity/Q23639910,Monument à Vauban,Monument à Vauban-Henri Bouchard,Henri Bouchard,1960,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20-%20Les%20Invalides%20-%20Place%20Vauban%20-%20Statue%20de%20Vauban%20-%20PA00088714%20-%20004.jpg,"48.858, 2.3107"
http://www.wikidata.org/entity/Q18191183,monument à Watteau,monument à Watteau-Henri Désiré Gauquié,Henri Désiré Gauquié,1896,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20D%C3%A9sir%C3%A9%20Gauqui%C3%A9-Monument%20%C3%A0%20Watteau-Jardin%20du%20Luxembourg.jpg,"48.8452, 2.3343"
http://www.wikidata.org/entity/Q3325171,Motifs d'une porosité,Motifs d'une porosité-Carmen Perrin,Carmen Perrin,2006,,"48.8811, 2.3775"
http://www.wikidata.org/entity/Q23608247,Mur de lave,Mur de lave-Pierre Sabatier,Pierre Sabatier,1973,,"48.8862, 2.2889"
http://www.wikidata.org/entity/Q3328159,Murmures,Murmures-Christian Boltanski,Christian Boltanski,2006,,"48.820833, 2.335278"
http://www.wikidata.org/entity/Q23313270,Mur vivant,Mur vivant-Charles Gianferrari,Charles Gianferrari,,,"48.8385, 2.4428"
http://www.wikidata.org/entity/Q23313270,Mur vivant,Mur vivant-Robert Juvin,Robert Juvin,,,"48.8385, 2.4428"
http://www.wikidata.org/entity/Q23593603,Myron Timothy Herrick,Myron Timothy Herrick-Léon-Ernest Drivier,Léon-Ernest Drivier,1937,,
http://www.wikidata.org/entity/Q23641884,Nantes,Nantes-Louis-Denis Caillouette,Louis-Denis Caillouette,1838,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20Nantes.jpg,"48.8651, 2.3196"
http://www.wikidata.org/entity/Q3335971,Napoléon empereur,Napoléon empereur-Philippe-Laurent Roland,Philippe-Laurent Roland,1807,http://commons.wikimedia.org/wiki/Special:FilePath/Napol%C3%A9on%20Ier%20par%20Philippe-Laurent%20Roland%2C%20Institut%20de%20France.jpg,"48.857166666, 2.336902777"
http://www.wikidata.org/entity/Q23456000,Nautes,Nautes-Gustave Michel,Gustave Michel,1906,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20bir%20hakeim%20paris%20nautes.jpg,"48.855, 2.2881"
http://www.wikidata.org/entity/Q3338299,Neptune II,Neptune II-François Stahly,François Stahly,1969,,"48.848, 2.36031"
http://www.wikidata.org/entity/Q23318218,Nœud,Nœud-Kim Hamisky,Kim Hamisky,1987,,"48.8429, 2.3753"
http://www.wikidata.org/entity/Q23310639,Nu féminin,Nu féminin-Naoum Aronson,Naoum Aronson,1925,,
http://www.wikidata.org/entity/Q23310651,Nu féminin,Nu féminin-Raymond Delamarre,Raymond Delamarre,1947,,
http://www.wikidata.org/entity/Q61782412,Nymphe tourmentant un dauphin,Nymphe tourmentant un dauphin-Joseph Félon,Joseph Félon,1863,http://commons.wikimedia.org/wiki/Special:FilePath/Sculpture-Plantes-Paris%2001%20femme-poisson.JPG,"48.84421, 2.35663"
http://www.wikidata.org/entity/Q3348560,Obelisk,Obelisk-Zoltán Zsakó,Zoltán Zsakó,1995,http://commons.wikimedia.org/wiki/Special:FilePath/Ob%C3%A9lisque%20de%20la%20place%20des%20F%C3%AAtes.jpg,"48.8769, 2.39447"
http://www.wikidata.org/entity/Q23384995,Objet monumental,Objet monumental-Claude Viseux,Claude Viseux,,,"48.8258, 2.3652"
http://www.wikidata.org/entity/Q23639897,Océanie,Océanie-Mathurin Moreau,Mathurin Moreau,1878,http://commons.wikimedia.org/wiki/Special:FilePath/Mathurin%20Moreau%20oceanie%20orsay.JPG,"48.8601, 2.3249"
http://www.wikidata.org/entity/Q23448352,Otarie,Otarie-Émile Perrault-Harry,Émile Perrault-Harry,1933,http://commons.wikimedia.org/wiki/Special:FilePath/Otarie%20par%20%C3%89mile%20Perrault-Harry%2C%20vue%20par%20son%20c%C3%B4t%C3%A9%20gauche%2C%202011.jpg,"48.8293, 2.3405"
http://www.wikidata.org/entity/Q23459560,Oursons,Oursons-Victor Peter,Victor Peter,,http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Peter%20Les%20oursons.jpg,
http://www.wikidata.org/entity/Q23448538,Pájaro XIII,Pájaro XIII-Juan Soriano,Juan Soriano,2005,,"48.8186, 2.3408"
http://www.wikidata.org/entity/Q23313294,Partition rouge,Partition rouge-Alberto Guzmán,Alberto Guzmán,,,"48.8392, 2.4437"
http://www.wikidata.org/entity/Q29000985,Passage Miroir,Passage Miroir-Encore Heureux,Encore Heureux,2017,,"48.900794, 2.335279"
http://www.wikidata.org/entity/Q23641908,Paul Déroulède,Paul Déroulède-Paul Landowski,Paul Landowski,1949,,"48.8759, 2.3198"
http://www.wikidata.org/entity/Q23593787,Paul-Louis-Benjamin Godard,Paul-Louis-Benjamin Godard-Jean-Baptiste Antoine Champeil,Jean-Baptiste Antoine Champeil,1904,http://commons.wikimedia.org/wiki/Special:FilePath/Godard%20sq%20Lamartine.jpg,
http://www.wikidata.org/entity/Q23593472,Paul Valéry,Paul Valéry-Renée Vautier,Renée Vautier,1975,,
http://www.wikidata.org/entity/Q18191185,Paul Verlaine,Paul Verlaine-Auguste de Niederhausern,Auguste de Niederhausern,,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20to%20Verlaine.jpg,"48.8473, 2.3333"
http://www.wikidata.org/entity/Q23593315,Pêcheur ramenant la tête d'Orphée dans ses filets,Pêcheur ramenant la tête d'Orphée dans ses filets-Léon-Eugène Longepied,Léon-Eugène Longepied,1883,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Eug%C3%A8ne%20Longepied%2C%20P%C3%AAcheur%20ramenant%20la%20t%C3%AAte%20d%E2%80%99Orph%C3%A9e%20dans%20ses%20filets%2C%201883.jpg,
http://www.wikidata.org/entity/Q3411747,Pélerins des nuages et de l'eau,Pélerins des nuages et de l'eau-Torao Yazaki,Torao Yazaki,1971,http://commons.wikimedia.org/wiki/Special:FilePath/Vincennes%20001.jpg,"48.8292, 2.41361"
http://www.wikidata.org/entity/Q23316374,Pénélope,Pénélope-Antoine Bourdelle,Antoine Bourdelle,,http://commons.wikimedia.org/wiki/Special:FilePath/Penelope%20%281%29.jpg,"48.8398, 2.3771"
http://www.wikidata.org/entity/Q23319634,Persée tenant la tête de Méduse,Persée tenant la tête de Méduse-anonyme,anonyme,,http://commons.wikimedia.org/wiki/Special:FilePath/Sculpture%20au%20Jardin%20d%27Agronomie%20Tropicale%20-%20Pers%C3%A9e%20tenant%20la%20t%C3%AAte%20de%20M%C3%A9duse.JPG,"48.8336, 2.4676"
http://www.wikidata.org/entity/Q18191186,Phidias,Phidias-Aimé Millet,Aimé Millet,,http://commons.wikimedia.org/wiki/Special:FilePath/Phidias%20Millet%20Luxembourg.jpg,"48.8483, 2.3338"
http://www.wikidata.org/entity/Q23593649,Physichromie double face,Physichromie double face-Carlos Cruz-Diez,Carlos Cruz-Diez,1976,,"48.8718, 2.2867"
http://www.wikidata.org/entity/Q18180816,Pierre Corneille,Pierre Corneille-Gabriel Rispal,Gabriel Rispal,1952,,"48.8467, 2.3458"
http://www.wikidata.org/entity/Q18191187,Pierre Mendès France,Pierre Mendès France-Pierre Peignot,Pierre Peignot,,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Mend%C3%A8s%20France%20by%20Pierre%20Peignot%2C%20Jardin%20du%20Luxembourg%2C%20Paris%2026%20October%202016.jpg,"48.8453, 2.3355"
http://www.wikidata.org/entity/Q18191189,Pierre-Paul Prud'hon,Pierre-Paul Prud'hon-Gustave-Joseph Debrie,Gustave-Joseph Debrie,1888,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-PaulPrudhon.jpg,"48.8482, 2.334"
http://www.wikidata.org/entity/Q23608189,Poème mythique,Poème mythique-Jorge Jiménez Deredia,Jorge Jiménez Deredia,,,"48.886, 2.2902"
http://www.wikidata.org/entity/Q23593489,Pomone,Pomone-Robert Wlérick,Robert Wlérick,1937,,"48.862, 2.2891"
http://www.wikidata.org/entity/Q23646407,Portrait de saint Vincent de Paul,Portrait de saint Vincent de Paul-Yvaral,Yvaral,1987,,"48.8752, 2.3557"
http://www.wikidata.org/entity/Q3401618,Premier Artiste,Premier Artiste-Paul Richer,Paul Richer,1890,http://commons.wikimedia.org/wiki/Special:FilePath/Richer%20-%20Premier%20Artiste%201.jpg,"48.8433, 2.3627"
http://www.wikidata.org/entity/Q18191190,Psyché sous l'emprise du mystère,Psyché sous l'emprise du mystère-Hélène Bertaux,Hélène Bertaux,,http://commons.wikimedia.org/wiki/Special:FilePath/Psyche%20sous%20l%27emprise%20du%20mystere%20statue.jpg,"48.8482, 2.3367"
http://www.wikidata.org/entity/Q23646419,Répit du travailleur,Répit du travailleur-Jules Pendariès,Jules Pendariès,1925,http://commons.wikimedia.org/wiki/Special:FilePath/P1250164%20Paris%20XI%20esplanade%20R.Linet%20Repit%20travailleur%20Pendaries%20rwk.jpg,"48.8678, 2.3776"
http://www.wikidata.org/entity/Q23639890,Rhinocéros,Rhinocéros-Henri-Alfred Jacquemart,Henri-Alfred Jacquemart,1878,http://commons.wikimedia.org/wiki/Special:FilePath/Rhinoc%C3%A9ros%20Jacquemart%20mus%C3%A9e%20d%27Orsay%20RF%203753.jpg,"48.8605, 2.3255"
http://www.wikidata.org/entity/Q23641885,Rouen,Rouen-Jean-Pierre Cortot,Jean-Pierre Cortot,1838,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20Rouen.jpg,"48.8667, 2.321"
http://www.wikidata.org/entity/Q23608208,Rubén Darío,Rubén Darío-Pablo Mañé Garzón,Pablo Mañé Garzón,,,"48.8861, 2.29"
http://www.wikidata.org/entity/Q23459676,Rythmes héroïques 10,Rythmes héroïques 10-Berto Lardera,Berto Lardera,,,
http://www.wikidata.org/entity/Q23637014,Saint Denis,Saint Denis-Fernand Guignier,Fernand Guignier,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint-Pierre%20de%20Montmartre%20%28int.%29%2001.jpg,"48.8883, 2.3373"
http://www.wikidata.org/entity/Q18145888,Sainte Bathilde,Sainte Bathilde-Victor Thérasse,Victor Thérasse,1848,http://commons.wikimedia.org/wiki/Special:FilePath/Luxembourg%20-%20Sainte%20Bathilde.jpg,"48.84759, 2.33803"
http://www.wikidata.org/entity/Q18191192,Sainte-Beuve,Sainte-Beuve-Denys Puech,Denys Puech,1898,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Augustin%20Sainte-Beuve%20monument.jpg,"48.8447, 2.3331"
http://www.wikidata.org/entity/Q18145892,Sainte Clotilde,Sainte Clotilde-Jean-Baptiste-Jules Klagmann,Jean-Baptiste-Jules Klagmann,1847,http://commons.wikimedia.org/wiki/Special:FilePath/Sainte%20Clothilde.JPG,"48.84765, 2.33631"
http://www.wikidata.org/entity/Q18145907,Sainte Geneviève,Sainte Geneviève-Michel-Louis Victor Mercier,Michel-Louis Victor Mercier,1845,http://commons.wikimedia.org/wiki/Special:FilePath/Sainte%20Genevi%C3%A8ve.JPG,"48.84711, 2.3386"
http://www.wikidata.org/entity/Q18180825,Sainte Geneviève,Sainte Geneviève-Paul Landowski,Paul Landowski,,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Sainte-Genevi%C3%A8ve%20%40%20Pont%20de%20la%20Tournelle%20%40%20Paris%20%2829862210096%29.jpg,"48.8503, 2.3554"
http://www.wikidata.org/entity/Q23459570,Sans titre,Sans titre-Auguste Guénot,Auguste Guénot,1939,,
http://www.wikidata.org/entity/Q23388723,Sans titre,Sans titre-César Domela,César Domela,,http://commons.wikimedia.org/wiki/Special:FilePath/Square%20Henri-Cadiou%203.jpg,"48.8346, 2.3424"
http://www.wikidata.org/entity/Q23313319,Sans titre,Sans titre-María Simón,María Simón,,,"48.8392, 2.4421"
http://www.wikidata.org/entity/Q23448544,Sans titre,Sans titre-Victor Vasarely,Victor Vasarely,1971,,"48.8408, 2.3195"
http://www.wikidata.org/entity/Q23593269,Scène bachique,Scène bachique-Jules Dalou,Jules Dalou,1897,http://commons.wikimedia.org/wiki/Special:FilePath/Dalou%20Bacchanale%20Serres%20d%27Auteuil%2001.jpg,
http://www.wikidata.org/entity/Q23459526,Scène pastorale,Scène pastorale-Auguste Gilbert Privat,Auguste Gilbert Privat,,,
http://www.wikidata.org/entity/Q3476504,Sculpture,Sculpture-Marta Pan,Marta Pan,1969,,"48.8468, 2.36166"
http://www.wikidata.org/entity/Q3476503,Sculpture,Sculpture-Oscar Niemeyer,Oscar Niemeyer,2005,,"48.8372, 2.38167"
http://www.wikidata.org/entity/Q23459579,Sextant,Sextant-Bernard Vié,Bernard Vié,1994,,"48.8399, 2.319"
http://www.wikidata.org/entity/Q3482239,Shining Wings,Shining Wings-Yoshikuni Iida,Yoshikuni Iida,1981,,"48.8484, 2.35926"
http://www.wikidata.org/entity/Q3486190,Skate Park,Skate Park-Peter Kogler,Peter Kogler,2006,,"48.8186, 2.35889"
http://www.wikidata.org/entity/Q23389493,SolarWind,SolarWind-Laurent Grasso,Laurent Grasso,2016,,"48.8244, 2.3842"
http://www.wikidata.org/entity/Q23593800,Sol et Colombe,Sol et Colombe-Martial Raysse,Martial Raysse,1992,,"48.8641, 2.2928"
http://www.wikidata.org/entity/Q23640124,Sphere des Droits de l'Homme,Sphere des Droits de l'Homme-Walter De Maria,Walter De Maria,1989,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%2075007%20Palais%20Bourbon%20Cour%20d%27honneur%20Sphere%20of%20Human%20Rights%20by%20De%20Maria.jpg,"48.8615, 2.3185"
http://www.wikidata.org/entity/Q1454363,Statue de la Liberté,Statue de la Liberté-Auguste Bartholdi,Auguste Bartholdi,1889,http://commons.wikimedia.org/wiki/Special:FilePath/Paris-ile-aux-cygnes-statue-de-la-liberte-tour-eiffel-seine.jpg,"48.85, 2.27972222"
http://www.wikidata.org/entity/Q22248929,Statue de la Liberté,Statue de la Liberté-François-Frédéric Lemot,François-Frédéric Lemot,1792,http://commons.wikimedia.org/wiki/Special:FilePath/Lemot%20pl%20Concorde.jpg,"48.8655, 2.3211"
http://www.wikidata.org/entity/Q23593811,Statue de Lamartine,Statue de Lamartine-Paul Niclausse,Paul Niclausse,1951,,
http://www.wikidata.org/entity/Q13499542,statue du maréchal Joffre,statue du maréchal Joffre-Maxime Real del Sarte,Maxime Real del Sarte,1939,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20monument%20joffre.jpg,"48.8529, 2.3028"
http://www.wikidata.org/entity/Q22924605,statue du Maréchal Ney,statue du Maréchal Ney-François Rude,François Rude,,http://commons.wikimedia.org/wiki/Special:FilePath/MNey.JPG,"48.84004, 2.33635"
http://www.wikidata.org/entity/Q18168592,statue équestre d'Albert Ier,statue équestre d'Albert Ier-Armand Martial,Armand Martial,1938,http://commons.wikimedia.org/wiki/Special:FilePath/Brussels%20Kunstberg%20Statue%20Albert%20I%2003.jpg,"48.8646, 2.3183"
http://www.wikidata.org/entity/Q18168597,statue équestre d'Édouard VII,statue équestre d'Édouard VII-Paul Landowski,Paul Landowski,,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Edouard%20VII%20in%20Place%20Edouard%20VII%2C%20Paris.jpg,"48.8712, 2.3292"
http://www.wikidata.org/entity/Q3497612,statue équestre de Jeanne d'Arc,statue équestre de Jeanne d'Arc-Hippolyte Lefèbvre,Hippolyte Lefèbvre,,http://commons.wikimedia.org/wiki/Special:FilePath/Sacr%C3%A9-C%C5%93urJoan%20of%20Arc.jpg,"48.8863, 2.34318"
http://www.wikidata.org/entity/Q3497614,statue équestre de Jeanne d'Arc,statue équestre de Jeanne d'Arc-Paul Dubois,Paul Dubois,1895,http://commons.wikimedia.org/wiki/Special:FilePath/P1030129%20Paris%20VIII%20Statue%20de%20Jeanne%20d%27Arc%20place%20Saint-Augustin%20rwk.JPG,"48.8754, 2.31943"
http://www.wikidata.org/entity/Q18168595,statue équestre de José de San Martín,statue équestre de José de San Martín-Louis-Joseph Daumas,Louis-Joseph Daumas,1960,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20Jose%20de%20San%20Martin.jpg,"48.8207, 2.3382"
http://www.wikidata.org/entity/Q3497616,statue équestre de La Fayette,statue équestre de La Fayette-Paul Wayland Bartlett,Paul Wayland Bartlett,1908,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Lafayette%2C%20Paris%206%20March%202016%20%28cropped%29.jpg,"48.8645, 2.31186"
http://www.wikidata.org/entity/Q3497616,statue équestre de La Fayette,statue équestre de La Fayette-Thomas Hastings,Thomas Hastings,1908,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Lafayette%2C%20Paris%206%20March%202016%20%28cropped%29.jpg,"48.8645, 2.31186"
http://www.wikidata.org/entity/Q18168596,statue équestre de Louis IX,statue équestre de Louis IX-Hippolyte Lefèbvre,Hippolyte Lefèbvre,1927,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Louis%20IX%2C%20Basilique%20du%20Sacr%C3%A9-C%C5%93ur%2C%20Paris%202012.jpg,"48.8863, 2.343"
http://www.wikidata.org/entity/Q3497628,statue équestre de Simón Bolívar,statue équestre de Simón Bolívar-Emmanuel Frémiet,Emmanuel Frémiet,1930,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20equestre%20de%20Bolivar%20a%20Paris.jpg,"48.8645, 2.31421"
http://www.wikidata.org/entity/Q3497629,statue équestre de Washington,statue équestre de Washington-Daniel Chester French,Daniel Chester French,1900,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Washington%20P1190516.jpg,"48.8647, 2.29389"
http://www.wikidata.org/entity/Q3497629,statue équestre de Washington,statue équestre de Washington-Edward Clark Potter,Edward Clark Potter,1900,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Washington%20P1190516.jpg,"48.8647, 2.29389"
http://www.wikidata.org/entity/Q15726575,statue équestre du Maréchal Foch,statue équestre du Maréchal Foch-Raymond Martin,Raymond Martin,1951,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D1%80%D0%B8%D0%B6%20-%20panoramio%20%28132%29.jpg,"48.8629, 2.28734"
http://www.wikidata.org/entity/Q15726575,statue équestre du Maréchal Foch,statue équestre du Maréchal Foch-Robert Wlérick,Robert Wlérick,1951,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D1%80%D0%B8%D0%B6%20-%20panoramio%20%28132%29.jpg,"48.8629, 2.28734"
http://www.wikidata.org/entity/Q18191193,Stefan Zweig,Stefan Zweig-Félix Schivo,Félix Schivo,2003,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20to%20Stefan%20Zweig%20%40%20Jardin%20du%20Luxembourg%20%40%20Paris%20%2833666974650%29.jpg,"48.8484, 2.3334"
http://www.wikidata.org/entity/Q23592836,Stèle,Stèle-Jean Pierre Raynaud,Jean Pierre Raynaud,,,"48.8476, 2.264"
http://www.wikidata.org/entity/Q3501400,Stèle,Stèle-Liuba Kirova,Liuba Kirova,1977,,"48.8482, 2.35966"
http://www.wikidata.org/entity/Q18191194,stèle à la mémoire de sept combattants de la Libération,stèle à la mémoire de sept combattants de la Libération-Charles Soudant,Charles Soudant,,,"48.8479, 2.3358"
http://www.wikidata.org/entity/Q18191195,Stendhal,Stendhal-Auguste Rodin,Auguste Rodin,,http://commons.wikimedia.org/wiki/Special:FilePath/Stendhal%20par%20Auguste%20Rodin%2C%20Paris%202011.jpg,"48.8463, 2.3395"
http://www.wikidata.org/entity/Q23641886,Strasbourg,Strasbourg-James Pradier,James Pradier,1838,http://commons.wikimedia.org/wiki/Special:FilePath/Strasbourg%20Concorde.jpg,"48.8658, 2.3227"
http://www.wikidata.org/entity/Q23639956,Sully,Sully-Pierre-Nicolas Beauvallet,Pierre-Nicolas Beauvallet,1812,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Sully%2C%20Palais%20Bourbon%2C%20Paris%2026%20June%202011.jpg,"48.8623, 2.3193"
http://www.wikidata.org/entity/Q23593418,Taureau et Daim,Taureau et Daim-Paul Jouve,Paul Jouve,1937,http://commons.wikimedia.org/wiki/Special:FilePath/Muette%2C%20Paris%2C%20France%20-%20panoramio%20%282%29.jpg,
http://www.wikidata.org/entity/Q3516590,Tchaïkovski,Tchaïkovski-Claude Lévêque,Claude Lévêque,2006,,"48.8211, 2.33389"
http://www.wikidata.org/entity/Q23593554,Terre du Mexique en terre de France,Terre du Mexique en terre de France-Agueda Lozano,Agueda Lozano,2006,,"48.8655, 2.2833"
http://www.wikidata.org/entity/Q18191196,Théodore de Banville,Théodore de Banville-Jules Roulleau,Jules Roulleau,1892,http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9odore%20de%20Banville%2C%20Jardin%20du%20Luxembourg%2C%20Paris%20July%202015%20001.jpg,"48.8484, 2.3391"
http://www.wikidata.org/entity/Q18191197,Théodore Rousseau,Théodore Rousseau-Henri Louis Levasseur,Henri Louis Levasseur,1888,http://commons.wikimedia.org/wiki/Special:FilePath/Buste%20Th.%20Rousseau%20n2.jpg,"48.8483, 2.3347"
http://www.wikidata.org/entity/Q19969042,The Seine River and its Tributaries,The Seine River and its Tributaries-Maurice Ferrary,Maurice Ferrary,,http://commons.wikimedia.org/wiki/Special:FilePath/Seine%20affluents%20Ferrary%20Petit%20Palais.jpg,"48.866, 2.3143"
http://www.wikidata.org/entity/Q23639913,Thomas Jefferson,Thomas Jefferson-Jean Cardot,Jean Cardot,2006,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Thomas%20Jefferson%2C%20Quai%20Anatole%20France%2C%20Paris%202012.jpg,"48.8612, 2.3242"
http://www.wikidata.org/entity/Q23418750,Thomas Paine,Thomas Paine-Gutzon Borglum,Gutzon Borglum,1934,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Thomas%20Paine%2C%20parc%20Montsouris%2C%20Paris%20%283%29.jpg,"48.8203, 2.34"
http://www.wikidata.org/entity/Q23448490,Tigre et Enfant,Tigre et Enfant-anonyme,anonyme,1900,http://commons.wikimedia.org/wiki/Special:FilePath/Tigre%20et%20enfant%2C%20H%C3%B4pital%20Sainte-Anne%2001.jpg,"48.8288, 2.3403"
http://www.wikidata.org/entity/Q15176615,tombe d'Alexandre Aguado,tombe d'Alexandre Aguado-Joseph Marius Ramus,Joseph Marius Ramus,1844,http://commons.wikimedia.org/wiki/Special:FilePath/Tombeaguado.JPG,"48.861614, 2.394614"
http://www.wikidata.org/entity/Q15211575,tombe d'Eugène Gautier,tombe d'Eugène Gautier-Léon Bertaux,Léon Bertaux,1879,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A8re-Lachaise%20-%20Division%201%20-%20Eug%C3%A8ne%20Gautier%2006.jpg,"48.860472222, 2.39025"
http://www.wikidata.org/entity/Q12432989,tombe d'Oscar Wilde,tombe d'Oscar Wilde-Jacob Epstein,Jacob Epstein,1914,http://commons.wikimedia.org/wiki/Special:FilePath/Text%20on%20grave%20of%20Oscar%20Wilde.jpg,"48.861889, 2.398139"
http://www.wikidata.org/entity/Q3323377,tombe de François-Joseph Lefebvre,tombe de François-Joseph Lefebvre-David d'Angers,David d'Angers,1822,http://commons.wikimedia.org/wiki/Special:FilePath/Tombelefebvre.JPG,"48.859053, 2.396566"
http://www.wikidata.org/entity/Q3323388,tombe de Paul Baudry,tombe de Paul Baudry-Antonin Mercié,Antonin Mercié,1890,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Baudry%20Grave-By-Paul%20Dubois.jpg,"48.860833333, 2.391666666"
http://www.wikidata.org/entity/Q3323388,tombe de Paul Baudry,tombe de Paul Baudry-Paul Dubois,Paul Dubois,1890,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Baudry%20Grave-By-Paul%20Dubois.jpg,"48.860833333, 2.391666666"
http://www.wikidata.org/entity/Q15056206,tombe de Théodore Barrière,tombe de Théodore Barrière-Auguste-Joseph Magne,Auguste-Joseph Magne,1882,http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9odore%20Barri%C3%A8re%20-%20P%C3%A8re-Lachaise%2001.jpg,"48.862547, 2.39256"
http://www.wikidata.org/entity/Q106153211,tombe de Victor Noir,tombe de Victor Noir-Jules Dalou,Jules Dalou,1890,http://commons.wikimedia.org/wiki/Special:FilePath/N%C3%A1hrobek%20Victora%20Noira%2C%201870%2C%20h%C5%99bitov%20Pere%20Lachaise%2C%20Pa%C5%99%C3%AD%C5%BE.jpg,"48.860818888, 2.396543055"
http://www.wikidata.org/entity/Q3531119,tombe du Dragon,tombe du Dragon-Étienne-Hippolyte Godde,Étienne-Hippolyte Godde,1809,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A8re-Lachaise%20-%20Antoine%20de%20Guillaume%20Lagrange%2002.jpg,"48.859063888, 2.395877777"
http://www.wikidata.org/entity/Q18191198,Triomphe de Silène,Triomphe de Silène-Jules Dalou,Jules Dalou,1897,http://commons.wikimedia.org/wiki/Special:FilePath/Aim%C3%A9%20Jules%20Dalou%20-%20Le%20Triomphe%20de%20Sil%C3%A8ne.JPG,"48.8477, 2.3331"
http://www.wikidata.org/entity/Q23638024,Tu me fais tourner la tête,Tu me fais tourner la tête-Pierre Ardouvin,Pierre Ardouvin,,,"48.8983, 2.3708"
http://www.wikidata.org/entity/Q3542568,Twisted Lamppost Star,Twisted Lamppost Star-Mark Handforth,Mark Handforth,2012,http://commons.wikimedia.org/wiki/Special:FilePath/Travaux%20T3b%20-%20Entre%20Severine%20et%20porte%20de%20Bagnolet%20-%20Juillet%202012.jpg,"48.8645, 2.40892"
http://www.wikidata.org/entity/Q23418748,Un drame au désert,Un drame au désert-Georges Gardet,Georges Gardet,1891,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%202012%20-%20Drame%20du%20d%C3%A9sert%20by%20Georges%20Gardet%20%284%29.jpg,"48.8222, 2.3373"
http://www.wikidata.org/entity/Q23459483,Un drame au désert,Un drame au désert-Henri Amédée Fouques,Henri Amédée Fouques,,http://commons.wikimedia.org/wiki/Special:FilePath/Drame%20au%20d%C3%A9sert%2C%20Square%20Cambronne%2C%20Paris%20004.jpg,"48.8481, 2.3022"
http://www.wikidata.org/entity/Q19759528,UNESCO Reclining Figure,UNESCO Reclining Figure-Henry Moore,Henry Moore,1957,,"48.8495, 2.3058"
http://www.wikidata.org/entity/Q23448552,Unitehope Angel,Unitehope Angel-Lehna Edwall,Lehna Edwall,,,"48.8186, 2.3418"
http://www.wikidata.org/entity/Q23418749,Un premier frisson,Un premier frisson-René-Albert Baucour,René-Albert Baucour,1921,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%202012%20-%20Un%20premier%20frisson%20by%20Ren%C3%A9%20Baucour%20%283%29.jpg,"48.8241, 2.3383"
http://www.wikidata.org/entity/Q23638037,Uranus,Uranus-Étienne Hajdu,Étienne Hajdu,1985,,"48.874, 2.3763"
http://www.wikidata.org/entity/Q23448474,Urbain Le Verrier,Urbain Le Verrier-Henri Chapu,Henri Chapu,1889,http://commons.wikimedia.org/wiki/Special:FilePath/P1010920%20Paris%20XIV%20Obervatoire%20de%20Paris%20Statue%20de%20Le%20Verrier%20reductwk.JPG,"48.8368, 2.3365"
http://www.wikidata.org/entity/Q18145910,Valentine de Milan,Valentine de Milan-Victor Huguenin,Victor Huguenin,1846,http://commons.wikimedia.org/wiki/Special:FilePath/Valentine%20de%20Milan.JPG,"48.84638, 2.33637"
